
0:	learn: 54.2681490	test: 49.7051477	best: 49.7051477 (0)	total: 53.5ms	remaining: 17m 50s
8060:	learn: 11.5762914	test: 37.1279256	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8061:	learn: 11.5748762	test: 37.1278278	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8062:	learn: 11.5747516	test: 37.1281218	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8063:	learn: 11.5739567	test: 37.1274307	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8064:	learn: 11.5730244	test: 37.1271290	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8065:	learn: 11.5722016	test: 37.1271725	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8066:	learn: 11.5709128	test: 37.1317413	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8067:	learn: 11.5704358	test: 37.1307534	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8068:	learn: 11.5693735	test: 37.1316626	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8069:	learn: 11.5684820	test: 37.1317905	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8070:	learn: 11.5678719	test: 37.1327590	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8071:	learn: 11.5669686	test: 37.1332211	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8072:	learn: 11.5656389	test: 37.1324006	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8073:	learn: 11.5648079	test: 37.1332483	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8074:	learn: 11.5642187	test: 37.1336465	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8075:	learn: 11.5633161	test: 37.1381969	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8076:	learn: 11.5626465	test: 37.1382604	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8077:	learn: 11.5613905	test: 37.1338391	best: 37.1168166 (8048)	total: 14s	remaining: 20.7s
8078:	learn: 11.5607225	test: 37.1303029	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8079:	learn: 11.5600177	test: 37.1305948	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8080:	learn: 11.5594419	test: 37.1308629	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8081:	learn: 11.5583691	test: 37.1308302	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8082:	learn: 11.5578248	test: 37.1301642	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8083:	learn: 11.5575244	test: 37.1339916	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8084:	learn: 11.5561256	test: 37.1371066	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8085:	learn: 11.5553524	test: 37.1366639	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8086:	learn: 11.5547053	test: 37.1360530	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8087:	learn: 11.5540929	test: 37.1384682	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8088:	learn: 11.5536419	test: 37.1374265	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8089:	learn: 11.5533887	test: 37.1384499	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8090:	learn: 11.5526526	test: 37.1398900	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8091:	learn: 11.5524641	test: 37.1399567	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8092:	learn: 11.5517372	test: 37.1396077	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8093:	learn: 11.5510030	test: 37.1388406	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8094:	learn: 11.5497898	test: 37.1388393	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8095:	learn: 11.5484390	test: 37.1388030	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8096:	learn: 11.5477485	test: 37.1383506	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8097:	learn: 11.5467363	test: 37.1385998	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8098:	learn: 11.5464518	test: 37.1388038	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8099:	learn: 11.5463457	test: 37.1343497	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8100:	learn: 11.5457344	test: 37.1344864	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8101:	learn: 11.5456544	test: 37.1326804	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8102:	learn: 11.5446940	test: 37.1325827	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8103:	learn: 11.5441849	test: 37.1323048	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8104:	learn: 11.5436448	test: 37.1322926	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8105:	learn: 11.5433713	test: 37.1325440	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8106:	learn: 11.5418117	test: 37.1321084	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8107:	learn: 11.5406510	test: 37.1317804	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8108:	learn: 11.5400397	test: 37.1312885	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8109:	learn: 11.5393665	test: 37.1317776	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8110:	learn: 11.5389800	test: 37.1318535	best: 37.1168166 (8048)	total: 14s	remaining: 20.6s
8111:	learn: 11.5380663	test: 37.1316821	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8112:	learn: 11.5374181	test: 37.1319650	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8113:	learn: 11.5369833	test: 37.1309441	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8114:	learn: 11.5361782	test: 37.1258460	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8115:	learn: 11.5348294	test: 37.1265190	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8116:	learn: 11.5342253	test: 37.1283451	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8117:	learn: 11.5336779	test: 37.1272015	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8118:	learn: 11.5333561	test: 37.1259813	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8119:	learn: 11.5326313	test: 37.1260124	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8120:	learn: 11.5316412	test: 37.1296840	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8121:	learn: 11.5315528	test: 37.1262521	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8122:	learn: 11.5308093	test: 37.1260479	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8123:	learn: 11.5296792	test: 37.1259599	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8124:	learn: 11.5288257	test: 37.1279764	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8125:	learn: 11.5286092	test: 37.1277006	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8126:	learn: 11.5280100	test: 37.1277234	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8127:	learn: 11.5277169	test: 37.1277932	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8128:	learn: 11.5275929	test: 37.1284838	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8129:	learn: 11.5266602	test: 37.1254813	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8130:	learn: 11.5257550	test: 37.1253780	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8131:	learn: 11.5254182	test: 37.1253817	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8132:	learn: 11.5236678	test: 37.1313295	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8133:	learn: 11.5221315	test: 37.1300881	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.6s
8134:	learn: 11.5220613	test: 37.1251495	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8135:	learn: 11.5208280	test: 37.1243339	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8136:	learn: 11.5206319	test: 37.1241879	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8137:	learn: 11.5191629	test: 37.1195830	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8138:	learn: 11.5181056	test: 37.1200119	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8139:	learn: 11.5173861	test: 37.1198804	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8140:	learn: 11.5159676	test: 37.1210896	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8141:	learn: 11.5152989	test: 37.1211492	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8142:	learn: 11.5145978	test: 37.1286013	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8143:	learn: 11.5141641	test: 37.1284347	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8144:	learn: 11.5126385	test: 37.1280030	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8145:	learn: 11.5125184	test: 37.1275500	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8146:	learn: 11.5115647	test: 37.1284222	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8147:	learn: 11.5102988	test: 37.1320732	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8148:	learn: 11.5089248	test: 37.1315845	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8149:	learn: 11.5083797	test: 37.1271953	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8150:	learn: 11.5076066	test: 37.1269956	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8151:	learn: 11.5062363	test: 37.1268568	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8152:	learn: 11.5056744	test: 37.1268271	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8153:	learn: 11.5037261	test: 37.1230811	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8154:	learn: 11.5026608	test: 37.1224754	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8155:	learn: 11.5014690	test: 37.1220543	best: 37.1168166 (8048)	total: 14.1s	remaining: 20.5s
8156:	learn: 11.5011243	test: 37.1157202	best: 37.1157202 (8156)	total: 14.1s	remaining: 20.5s
8157:	learn: 11.5002170	test: 37.1159998	best: 37.1157202 (8156)	total: 14.1s	remaining: 20.5s
8158:	learn: 11.4992437	test: 37.1160957	best: 37.1157202 (8156)	total: 14.1s	remaining: 20.5s
8159:	learn: 11.4985753	test: 37.1119097	best: 37.1119097 (8159)	total: 14.1s	remaining: 20.5s
8160:	learn: 11.4981156	test: 37.1105270	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8161:	learn: 11.4970625	test: 37.1106918	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8162:	learn: 11.4962832	test: 37.1146265	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8163:	learn: 11.4950075	test: 37.1138121	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8164:	learn: 11.4940587	test: 37.1131846	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8165:	learn: 11.4935486	test: 37.1138147	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8166:	learn: 11.4925751	test: 37.1137194	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8167:	learn: 11.4918933	test: 37.1134480	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8168:	learn: 11.4911049	test: 37.1136007	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8169:	learn: 11.4906608	test: 37.1108663	best: 37.1105270 (8160)	total: 14.1s	remaining: 20.5s
8170:	learn: 11.4894364	test: 37.1114141	best: 37.1105270 (8160)	total: 14.2s	remaining: 20.5s
8171:	learn: 11.4885627	test: 37.1115136	best: 37.1105270 (8160)	total: 14.2s	remaining: 20.5s
8172:	learn: 11.4872310	test: 37.1105702	best: 37.1105270 (8160)	total: 14.2s	remaining: 20.5s
8173:	learn: 11.4858395	test: 37.1088538	best: 37.1088538 (8173)	total: 14.2s	remaining: 20.5s
8174:	learn: 11.4852616	test: 37.1087604	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8175:	learn: 11.4847078	test: 37.1088426	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8176:	learn: 11.4844270	test: 37.1087947	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8177:	learn: 11.4836519	test: 37.1106997	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8178:	learn: 11.4833134	test: 37.1120855	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8179:	learn: 11.4826202	test: 37.1120521	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8180:	learn: 11.4814124	test: 37.1112459	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8181:	learn: 11.4808298	test: 37.1111338	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8182:	learn: 11.4801987	test: 37.1110664	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8183:	learn: 11.4799885	test: 37.1126390	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8184:	learn: 11.4792859	test: 37.1126526	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8185:	learn: 11.4787217	test: 37.1138536	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8186:	learn: 11.4776133	test: 37.1135905	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8187:	learn: 11.4770999	test: 37.1093254	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8188:	learn: 11.4765284	test: 37.1092011	best: 37.1087604 (8174)	total: 14.2s	remaining: 20.5s
8189:	learn: 11.4763432	test: 37.1082918	best: 37.1082918 (8189)	total: 14.2s	remaining: 20.5s
8190:	learn: 11.4751597	test: 37.1083282	best: 37.1082918 (8189)	total: 14.2s	remaining: 20.5s
8191:	learn: 11.4742340	test: 37.1048529	best: 37.1048529 (8191)	total: 14.2s	remaining: 20.5s
8192:	learn: 11.4734849	test: 37.1053285	best: 37.1048529 (8191)	total: 14.2s	remaining: 20.5s
8193:	learn: 11.4733891	test: 37.1048643	best: 37.1048529 (8191)	total: 14.2s	remaining: 20.5s
8194:	learn: 11.4726069	test: 37.1039682	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8195:	learn: 11.4718252	test: 37.1041943	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8196:	learn: 11.4703873	test: 37.1069337	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8197:	learn: 11.4689553	test: 37.1070535	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8198:	learn: 11.4683574	test: 37.1070119	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8199:	learn: 11.4676688	test: 37.1065023	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8200:	learn: 11.4669151	test: 37.1064704	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8201:	learn: 11.4664165	test: 37.1065680	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8202:	learn: 11.4656337	test: 37.1041747	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8203:	learn: 11.4647583	test: 37.1041559	best: 37.1039682 (8194)	total: 14.2s	remaining: 20.4s
8204:	learn: 11.4643929	test: 37.1037088	best: 37.1037088 (8204)	total: 14.2s	remaining: 20.4s
8205:	learn: 11.4634952	test: 37.1034150	best: 37.1034150 (8205)	total: 14.2s	remaining: 20.4s
8206:	learn: 11.4626700	test: 37.1036453	best: 37.1034150 (8205)	total: 14.2s	remaining: 20.4s
8207:	learn: 11.4613375	test: 37.1025454	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8208:	learn: 11.4606135	test: 37.1032281	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8209:	learn: 11.4599333	test: 37.1050994	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8210:	learn: 11.4595480	test: 37.1050206	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8211:	learn: 11.4590212	test: 37.1057779	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8212:	learn: 11.4582573	test: 37.1071054	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8213:	learn: 11.4574798	test: 37.1063860	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8214:	learn: 11.4561908	test: 37.1126402	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8215:	learn: 11.4548695	test: 37.1120568	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8216:	learn: 11.4543256	test: 37.1081350	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8217:	learn: 11.4540064	test: 37.1082708	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8218:	learn: 11.4527155	test: 37.1074097	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8219:	learn: 11.4519605	test: 37.1070348	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8220:	learn: 11.4515620	test: 37.1036995	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8221:	learn: 11.4507569	test: 37.1036617	best: 37.1025454 (8207)	total: 14.2s	remaining: 20.4s
8222:	learn: 11.4497355	test: 37.1012749	best: 37.1012749 (8222)	total: 14.2s	remaining: 20.4s
8223:	learn: 11.4484715	test: 37.1014212	best: 37.1012749 (8222)	total: 14.2s	remaining: 20.4s
8224:	learn: 11.4477139	test: 37.0989352	best: 37.0989352 (8224)	total: 14.2s	remaining: 20.4s
8225:	learn: 11.4470970	test: 37.0983427	best: 37.0983427 (8225)	total: 14.2s	remaining: 20.4s
8226:	learn: 11.4466628	test: 37.1007214	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8227:	learn: 11.4461389	test: 37.1007368	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8228:	learn: 11.4457063	test: 37.1008706	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8229:	learn: 11.4442254	test: 37.1001163	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8230:	learn: 11.4440315	test: 37.1011721	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8231:	learn: 11.4431197	test: 37.1011622	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8232:	learn: 11.4425561	test: 37.1004922	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8233:	learn: 11.4414163	test: 37.1011628	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8234:	learn: 11.4402182	test: 37.1060111	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8235:	learn: 11.4398883	test: 37.1059764	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8236:	learn: 11.4387187	test: 37.1059912	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8237:	learn: 11.4383710	test: 37.1063081	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8238:	learn: 11.4379219	test: 37.1064521	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8239:	learn: 11.4369072	test: 37.1123633	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8240:	learn: 11.4365350	test: 37.1124333	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8241:	learn: 11.4361149	test: 37.1123538	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8242:	learn: 11.4353735	test: 37.1122372	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8243:	learn: 11.4346742	test: 37.1118371	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8244:	learn: 11.4339748	test: 37.1116976	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8245:	learn: 11.4334890	test: 37.1074925	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8246:	learn: 11.4319861	test: 37.1066860	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8247:	learn: 11.4299165	test: 37.1035261	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8248:	learn: 11.4298227	test: 37.1038212	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8249:	learn: 11.4290459	test: 37.1038434	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.4s
8250:	learn: 11.4279931	test: 37.1055958	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8251:	learn: 11.4278842	test: 37.1054968	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8252:	learn: 11.4265148	test: 37.1056737	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8253:	learn: 11.4261273	test: 37.1046570	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8254:	learn: 11.4249276	test: 37.1046913	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8255:	learn: 11.4242328	test: 37.1080733	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8256:	learn: 11.4238714	test: 37.1004304	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8257:	learn: 11.4228589	test: 37.1049081	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8258:	learn: 11.4220342	test: 37.1155316	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8259:	learn: 11.4205289	test: 37.1155650	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8260:	learn: 11.4194627	test: 37.1192078	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8261:	learn: 11.4177539	test: 37.1194018	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8262:	learn: 11.4167964	test: 37.1191485	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8263:	learn: 11.4159655	test: 37.1193663	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8264:	learn: 11.4152475	test: 37.1193493	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8265:	learn: 11.4143335	test: 37.1212239	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8266:	learn: 11.4141446	test: 37.1214329	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8267:	learn: 11.4135040	test: 37.1213183	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8268:	learn: 11.4126083	test: 37.1135533	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8269:	learn: 11.4118686	test: 37.1134066	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8270:	learn: 11.4106219	test: 37.1131184	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8271:	learn: 11.4104076	test: 37.1134604	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8272:	learn: 11.4092282	test: 37.1153996	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8273:	learn: 11.4083531	test: 37.1164292	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8274:	learn: 11.4073905	test: 37.1166554	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8275:	learn: 11.4062777	test: 37.1142845	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8276:	learn: 11.4055423	test: 37.1130701	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8277:	learn: 11.4044044	test: 37.1129240	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8278:	learn: 11.4034032	test: 37.1121433	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8279:	learn: 11.4024135	test: 37.1112304	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8280:	learn: 11.4007362	test: 37.1035685	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8281:	learn: 11.3998860	test: 37.1038239	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8282:	learn: 11.3992252	test: 37.1008693	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8283:	learn: 11.3990274	test: 37.1007214	best: 37.0983427 (8225)	total: 14.3s	remaining: 20.3s
8284:	learn: 11.3985878	test: 37.1056475	best: 37.0983427 (8225)	total: 14.4s	remaining: 20.3s
8285:	learn: 11.3974782	test: 37.1048512	best: 37.0983427 (8225)	total: 14.4s	remaining: 20.3s
8286:	learn: 11.3973115	test: 37.1048510	best: 37.0983427 (8225)	total: 14.4s	remaining: 20.3s
8287:	learn: 11.3965239	test: 37.1037406	best: 37.0983427 (8225)	total: 14.4s	remaining: 20.3s
8288:	learn: 11.3952081	test: 37.1040178	best: 37.0983427 (8225)	total: 14.4s	remaining: 20.3s
8289:	learn: 11.3947069	test: 37.0957448	best: 37.0957448 (8289)	total: 14.4s	remaining: 20.3s
8290:	learn: 11.3940059	test: 37.0956693	best: 37.0956693 (8290)	total: 14.4s	remaining: 20.3s
8291:	learn: 11.3936681	test: 37.0948793	best: 37.0948793 (8291)	total: 14.4s	remaining: 20.3s
8292:	learn: 11.3928298	test: 37.0943381	best: 37.0943381 (8292)	total: 14.4s	remaining: 20.3s
8293:	learn: 11.3925578	test: 37.0950437	best: 37.0943381 (8292)	total: 14.4s	remaining: 20.3s
8294:	learn: 11.3921355	test: 37.0936214	best: 37.0936214 (8294)	total: 14.4s	remaining: 20.3s
8295:	learn: 11.3917019	test: 37.0945603	best: 37.0936214 (8294)	total: 14.4s	remaining: 20.3s
8296:	learn: 11.3902803	test: 37.0900130	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8297:	learn: 11.3895731	test: 37.0975360	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8298:	learn: 11.3885266	test: 37.0974961	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8299:	learn: 11.3882773	test: 37.0937946	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8300:	learn: 11.3876308	test: 37.0932967	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8301:	learn: 11.3853070	test: 37.0927314	best: 37.0900130 (8296)	total: 14.4s	remaining: 20.3s
8302:	learn: 11.3847001	test: 37.0865857	best: 37.0865857 (8302)	total: 14.4s	remaining: 20.3s
8303:	learn: 11.3845094	test: 37.0863869	best: 37.0863869 (8303)	total: 14.4s	remaining: 20.3s
8304:	learn: 11.3830348	test: 37.0913832	best: 37.0863869 (8303)	total: 14.4s	remaining: 20.3s
8305:	learn: 11.3824721	test: 37.0913258	best: 37.0863869 (8303)	total: 14.4s	remaining: 20.3s
8306:	learn: 11.3817189	test: 37.0846928	best: 37.0846928 (8306)	total: 14.4s	remaining: 20.3s
8307:	learn: 11.3814737	test: 37.0845884	best: 37.0845884 (8307)	total: 14.4s	remaining: 20.3s
8308:	learn: 11.3804899	test: 37.0843403	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.3s
8309:	learn: 11.3800204	test: 37.0865480	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.3s
8310:	learn: 11.3795443	test: 37.0878175	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.3s
8311:	learn: 11.3772650	test: 37.0872545	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.3s
8312:	learn: 11.3767996	test: 37.0868713	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.2s
8313:	learn: 11.3764342	test: 37.0867994	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.2s
8314:	learn: 11.3762830	test: 37.0867010	best: 37.0843403 (8308)	total: 14.4s	remaining: 20.2s
